urls,Titles,Host_name,Property_types,Prices_per_night,Check_ins,Check_outs,Cleaning_fees,Location,Ratings,Num_reviews,Otros,Baños,Maximum_guests,Viajeros,Dormitorios,Camas
https://www.airbnb.es/rooms/1121050099026072334?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-08&check_out=2024-11-13&source_impression_id=p3_1730226993_P3u_Z_QHNxskPgSe&previous_page_section_name=1000&federated_search_id=7e323748-0e54-4d8b-ae9d-0f945a9ccc9e?adults=1,"ubicado en el centro de la ciudad, a 10 minutos de la playa de la barceloneta.Infinitas oportunidades gastronómicas .a 2 minutos de la plaza España.Somos una pequeña familia muy amigable y con ganas de ayudaros en todo lo que necesitéis!Habitación justo delante de la puerta de entrada a la vivienda con lavabo privado.El espacioes una vivienda grande de 4 habitaciones.la habitación del huesped esta justo delante de la puerta de entrada a la casa,con baño privado completo.zona de lavanderia con lavadora y secadora.Servicios y zonas comunescocina.lavabolavanderia.su habitaciónOtros aspectos destacablessomos una famila pequeña y divertida.con ganas de ayudaros en todo lo posible :)Número de registroExempt",Anfitrión: Paulo,"Habitación privada en: bed and breakfast en Barcelona, España",45 €,Llegada a partir de las 15:00,Salida antes de las 12:00,38 €,"Barcelona, Catalunya, España","3,92",13,,2 baños,,2 viajeros,1 dormitorio,1 cama
https://www.airbnb.es/rooms/1121943650344876902?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730226993_P3Ps3eMxv6-LCaoy&previous_page_section_name=1000&federated_search_id=7e323748-0e54-4d8b-ae9d-0f945a9ccc9e?adults=1,"Descubre este encantador ático de madera, un oasis de tranquilidad en el centro de Barcelona, ideal para parejas que buscan una experiencia única y romántica.Por favor Les Ruego que entiendan y lean detenidamente el anuncio, es una humilde casita de madera para vivir una experiencia diferente sin grandes lujos, además es un 5 piso sin ascensor solo para los mas deportistas.El espacioLo que te encantará de este espacio:Relájate en tu jacuzzi privado tras un día explorando la ciudad.Disfruta de cenas al aire libre con tu barbacoa exclusiva en la terraza.Vistas impresionantes y luz natural que inundan el espacio, creando un ambiente acogedor.Ubicado en un ático con total privacidad, perfecto para desconectar y disfrutar de momentos íntimos.Un diseño original y cálido con acabados en madera, brindando un toque único y acogedor.Nota: Aunque el edificio no cuenta con ascensor, la subida te recompensa con la serenidad y las vistas de este espacio excepcional.Detalles adicionales:Ideal para escapadas románticas.A poca distancia de los principales puntos turísticos y culturales de Barcelona.Un refugio de paz en el corazón de la ciudad, ideal para quienes buscan un equilibrio entre comodidad y privacidad.Servicios y zonas comunesTodos los espacios, incluyendo el jacuzzi y la barbacoa, son de uso completamente privado, asegurando total tranquilidad.Otros aspectos destacablesNo olvides que esta es una casa de madera con todo su encanto y romanticismo... ¡pero también con algunas peculiaridades! No te preocupes, no entra agua por el techo cuando llueve, no es ese tipo de casa de madera. Sin embargo, no deja de ser una casita de madera, con sus encantos.Número de registroHUTB-289019",Anfitrión: David Nicolas,"Minicasa en Barcelona, España",110 €,Llegada a partir de las 16:00,Salida antes de las 11:00,75 €,"Barcelona, Catalunya, España","5,0",3,,1 baño,,2 viajeros,1 dormitorio,1 cama
https://www.airbnb.es/rooms/961287943216806993?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730226993_P3dBOAQImX8QbQ9a&previous_page_section_name=1000&federated_search_id=7e323748-0e54-4d8b-ae9d-0f945a9ccc9e?adults=1,"Descubre nuestra habitación doble en el corazón del emblemático barrio del Eixample de Barcelona. Diseñada para mayor comodidad y conveniencia, esta espaciosa habitación cuenta con dos camas separadas, lo que garantiza la privacidad de cada huésped. Los servicios modernos incluyen TV inteligente, mininevera y caja fuerte para proteger tus objetos de valor. Deléitate con el lujo de un baño privado equipado con accesorios de primera calidad. Nuestra ubicación privilegiada está a solo 15 minutos a pie de la majestuosa Sagrada Familia y a solo 5 minutos a pie de la Estación del Norte.El espacioLa habitación tiene 3 camas individuales, baño privado, TV inteligente, mininevera y una caja fuerte. Se proporcionan las toallas y los aseos, así como las sábanas. La habitación tiene una ventana interior, que no se puede abrir.Servicios y zonas comunesLa recepción del hotel está abierta de 07:00 a 23:00. Los huéspedes podrán disfrutar en nuestro vestíbulo. Para acceder a la segunda planta del hotel contamos con ascensor instalado.Otros aspectos destacablesTodos los huéspedes están obligados a pagar el impuesto municipal de Barcelona, también conocido como el impuesto turístico de 5,50 euros por persona y noche. Esto no está incluido en el precio del hotel y se cobrará por separado a la llegada.Número de registroHB-000087",Anfitrión: Green House,"Habitación en hotel en Barcelona, España",74 €,Llegada a partir de las 15:00,Salida antes de las 11:00,,,"4,48",201,,"1,5 baños",,2 viajeros,1 dormitorio,2 camas
https://www.airbnb.es/rooms/1239920055875442315?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2016940308&search_mode=regular_search&check_in=2024-11-25&check_out=2024-11-30&source_impression_id=p3_1730226993_P3aB9Ut7WrbLrvh-&previous_page_section_name=1000&federated_search_id=7e323748-0e54-4d8b-ae9d-0f945a9ccc9e?adults=1,"Estamos alquilando una PEQUEÑA HABITACIÓN PRIVADA en Poble Sec, a poca distancia a pie de: Plaza España, Le Eixample, Plaza Cataluña, Avenida Paralelo, estación de metro, autobús y todo el transporte público.El espacioEstamos alquilando una PEQUEÑA HABITACIÓN PRIVADA (las llaves de la cerradura de la puerta de tu propia habitación para ti. Hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita). Compartiendo el apartamento y las áreas comunes; cocina, baño y tenemos una señora de la limpieza todos los días para las áreas comunes. -   El apartamento se comparte con huéspedes de Airbnb como tú.Servicios y zonas comunesCocina y bañoOtros aspectos destacablesLa entrada es después de las 15:00hrs. NO hay check-in después de las 24 horas/00 horas      - Tarifa extra de 20 euros por llegada después de las 20 horas.    La salida se realizará antes de las 11:00 a. m.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    – salida después de la hora establecida sin permiso/sin aurthorized... recargo de 30 horas por cada hora  después de las 11: 00 horas.  --  Necesitamos ver  el nombre y el número de identificación o pasaporte de la persona que realiza el check-in.            -- para la limpieza, el saneamiento, la higina y los gustos personales: sin aceite para cocinar, sin sal, sin pimienta(no proporciono estos artículos) -- los huéspedes NO registrados deben ser aprobación previa....30 € cargo diario adicional por cada huésped NO registrado EN LA reserva ..TODAS LAS PERSONAS EN EL APARTAMENTO; DEBEN estar EN LA RESERVA.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            - NO se admiten bicicletas, scooters -3 planta sin ascensor(sin ascensor)- todos los huéspedes deben ser mayores de 18 años.Tarifa de 60 euros con cargo adicional diario por cualquier mascota acompañante en el apartamento.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -- Esperamos que nos ayudes a limpiar lo que ensucies. Esto incluye limpiar y guardar los platos y utensilios de cocina.  -Todos los daños a la propiedad deben ser reportados a nosotros...    --Nos se cobrarán 20 € por las sábanas o toallas manchadas. Las toallas son para uso solo dentro del apartamento.                                                                                                                                                                                                                                                                   -- Recoger lo que ensucies en zonas comunes es importante. -- tiempo de silencio después de las 22:00h o 22:00h, (NO música ni ruidos fuertes)...hacer fiestas durante este tiempo...la reserva la cancelará y tendrás que salir de la habitación o apartamento sin ningún reembolso. -- En caso de perder las llaves ... hay que pagar 70 €                                                     -- No se pueden usar fiestas, drogas ni alcohol dentro de las habitaciones ni del apartamento. - está prohibido fumar dentro de la habitación o apartamento..(debes tener que pagar 70 €.. limpieza especial) --El apartamento y las habitaciones están en buen estado...(luces, todos los muebles, electrodomésticos, cerraduras y llaves de las puertas) y cumplen con todos los requisitos de orden y limpieza para una convivencia detallada en los anuncios y especificaciones de la normativa de Airbnb. --Para garantizar la plena seguridad de las pertenencias de nuestros huéspedes, nos gusta mantener las puertas del apartamento cerradas como medida de precaución. Siendo Barcelona una de las zonas más seguras de España, queremos asegurarnos de que la estancia de cada huésped esté libre de problemas, y esto es solo una cosa pequeña y sencilla que podemos hacer para garantizarlo. CONFIRMANDO LA RESERVA ACEPTAS TODAS LAS REGLAS DE LA CASA (incumplir las reglas, la reserva se cancelará y tienes que salir de la habitación o apartamento sin ningún reembolso)......GRACIASNúmero de registroHUTB-102371",Quédate con Jesus Maximiliano,"Habitación en Barcelona, España",63 €,Horario de llegada: de 15:00 a 20:00,Salida antes de las 10:00,,"Barcelona, Catalunya, España",Nuevo,,,Baño compartido,,,,1 cama de matrimonio
https://www.airbnb.es/rooms/25562552?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730226993_P30ZOQ59bU87VvZF&previous_page_section_name=1000&federated_search_id=7e323748-0e54-4d8b-ae9d-0f945a9ccc9e?adults=1,"Ideal apartamento de dos dormitorios con capacidad de 2-6 personas.Situado justo en el centro, a pocos minutos de Las Ramblas y caminando a la playa. Dos dormitorios y luego un sofá cama de matrimonio en el salón. Muy cómodo  para familias o amigos, o incluso parejas. Edificio con ascensor y equipaje gratuito.   Cocina y baño totalmente equipados. Se proporcionan toallas y sábanas, wifi gratuito . Podemos proporcionar estacionamiento a solo 8 min de la propiedad.El espacioLo mejor es  la ubicación, justo al lado de Las Ramblas, se puede ir caminando a todos los puntos turísticos. Estás justo en el corazón de la zona gótica, el mar está a sólo 5 minutos a pie. La estación de metro más cercana es el Liceu, pero estarás caminando por todas partes.Por favor, tenga en cuenta que cualquier alojamiento situado justo en el centro de la ciudad que sea exterior y tenga un balcón podría verse afectado por el ruido de la calle.  Podemos ofrecerte aparcamiento a 8 minutos a pie del apartamento.Contamos con un sistema de llegada automática.También hay azotea compartida.Otros aspectos destacablesPodemos proporcionar aparcamiento a solo 8 minutos de la propiedad (20eur/noche). Tenemos un sistema automático para los registros, podemos proporcionarle códigos para recuperar la clave usted mismo, por lo que no hay problema a qué hora llega.Número de registroHUTB-000692",Anfitrión: Georgina,"Alojamiento entero: apartamento en Barcelona, España",122 €,Llegada a partir de las 15:00,Salida antes de las 11:00,50 €,"Barcelona, Catalunya, España","4,33",411,,1 baño,,6 viajeros,2 dormitorios,5 camas
https://www.airbnb.es/rooms/1167927143759339825?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1918858382&search_mode=regular_search&check_in=2024-12-02&check_out=2024-12-07&source_impression_id=p3_1730226993_P3WM6s5d1FAYSEYB&previous_page_section_name=1000&federated_search_id=7e323748-0e54-4d8b-ae9d-0f945a9ccc9e?adults=1,"Cerca de la playa y en centro. La zona es muy turística y la localización perfecta para visitar la cuidad. Cerca de bus y metro. En la casa vive una gatita muy tranquila.El espacioNo se permite la entrada de gente, solo la persona que reserva.Servicios y zonas comunesMuy cerca de la playa a 2 minutos.Durante tu estanciaEs importante la persona que esté tranquila y no moleste a lo vecinosOtros aspectos destacablesEl uso de la lavadora tiene un coste de 6 los programas hasta 30 minutos y a 8 de más minutos. El uso de la lavadora solo se puede realizar en mi presencia y yo soy las que voy a poder en marcha. Pongo esta tarifa, porque en el pasado varias veces me he encontrado la lavadora rota.Número de registroHutb-252742",Quédate con Marina,"Habitación en Barcelona, España",40 €,Horario de llegada: de 20:00 a 1:00,Salida antes de las 11:00,5 €,"Barcelona, Catalunya, España",,,,Baño compartido,,,,1 cama
https://www.airbnb.es/rooms/52981104?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-06&source_impression_id=p3_1730226993_P3szPrhjQKuw1fRd&previous_page_section_name=1000&federated_search_id=7e323748-0e54-4d8b-ae9d-0f945a9ccc9e?adults=1,"Habitación ideal para compartir historias y experiencias con capacidad para hasta 8 personas. Tiene 4 literas. Incluye un baño privado, dos lavabos, aire acondicionado, wifi gratuito, ropa de cama y un espacio individual para guardar su equipaje. Todas las camas tienen conexión USB para cargar sus dispositivos. Unite dispone de habitaciones con baño adaptado para minusválidos según disponibilidad.El establecimiento no acepta pagos en efectivo, solo se puede pagar con tarjeta de crédito.El espacioHostal situado en un entorno privilegiado, en un edificio remodelado de la Villa Olímpica, a pocos pasos de la playa. Ofrece amplias habitaciones todas con baño privado, aire acondicionado, WIFI y conexión USB en cada cama.Unite dispone de habitaciones privadas y compartidas, con más de 400m2 de espacios comunes con biblioteca, chill out, sala de TV, cocina, sala de creación de música electrónica, terraza con solárium y recepción 24h.Desayuno bufé por 8,50 € todos los días de 7:30 a 10:30 en nuestra sala de desayunos. Selección de pasteles, buenos zumos, cafés y tés de hierbas.También hay un espacio de coworking con ordenadores disponibles para los huéspedes. Todos los días se organizan actividades tanto dentro como fuera de Unite.Hay un bar/restaurante y aparcamiento (epark) en el edificio.El albergue se encuentra a 10 minutos en bicicleta de la Sagrada Familia y a 500 metros de la parada de metro de la línea 4 (amarilla) que enlaza con La Catedral, Passeig de Gràcia y Diagonal.Es el barrio de las start-ups y estudios de diseño más pioneros de la ciudad, playa Nova Icaria, Barceloneta, Born, Port Olimpic.Otros aspectos destacablesTenga en cuenta que este establecimiento no acepta pagos con American Express.Se requerirá una tarjeta de garantía en el momento del registro.Los huéspedes menores de 18 años necesitan el permiso de su tutor legal para alojarse en dormitorios compartidos.Un bebé no puede compartir un dormitorio.Las camas se asignarán el día de llegada de acuerdo con las preferencias del huésped dentro de nuestras posibilidades de acuerdo con la disponibilidad. Para asegurarse de que todos estén en la misma habitación, reserve una habitación privada.Las toallas están incluidas solo en las habitaciones privadas. Si ha reservado una cama en una habitación compartida, recuerde traerla con usted, de lo contrario, puede comprarla en la recepción por un costo adicional.UHB cuenta con una sala de visitas donde puede dejar su equipaje antes del check-in y después del check-out (servicio de pago). Cuando te alojes tienes un espacio reservado en tu habitación para tu equipaje, recuerda que puedes traer tu propio candado y si lo olvidas no te preocupes porque puedes comprar uno en Recepción (servicio de pago).Tenga en cuenta que estos servicios incluyen una tarifa adicional:Desayuno: 8,50 €Coste adicional de las toallas 5,00 €.Candado 6,00 €.Depósito de secador de pelo de 20,00 €. Estacionamiento no incluido en la tarifaTasa municipal NO incluida 4,68 € por persona/día de acuerdo con la Ley del Parlamento de Cataluña. A pagar directamente en el hostal. A partir del 10/01/24 costará 5,50 € por persona y por día.Número de registroAJ000697",Anfitrión: Unite Hostel,"Habitación en Barcelona, España",37 €,Llegada a partir de las 14:00,Salida antes de las 11:00,,,"4,47",2752,,Baño compartido,,,,1 cama individual
https://www.airbnb.es/rooms/1202828460995202150?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730226993_P38Tii51yHgeezW1&previous_page_section_name=1000&federated_search_id=7e323748-0e54-4d8b-ae9d-0f945a9ccc9e?adults=1,"Situado en pleno Barrio Gótico, en el corazón de Barcelona. Al lado del Mercado de Santa Caterina, la Catedral y el Born. A dos calles del Palau de la Música Catalana (una de las principales salas de conciertos del mundo) y muy cercano a Plaza Catalunya, a las zonas comerciales de Barcelona (Ramblas, Paseo de Gracia, Porta Ferrisa, Portal de l’Angel) y a dos pasos de la iglesia de Santa María del Mar. Lic. Prov. según sent. 129/2024 de 16/04/24 exp. Ajuntament 01-IU2019-2373> Piso 3º 1ªEl espacioApartamento exterior 54 m² en edificio rehabilitado en 2010 (completamente nuevo), con ascensor, en c/ Sant Pere Més Baix - Ciutat Vella. Totalmente amueblado: electrodomésticos (lavadora, nevera, horno, microondas, tostadora, hervidor eléctrico, secador de pelo, plancha), enseres cocina, vajilla y cubertería, ropa de hogar (mantas, toallas, sábanas). Consta de: • 1 dormitorio con cama de matrimonio de 150 cm. • 1 dormitorio con cama de matrimonio de 135 cm. • 1 baño con ducha • salón comedor con cocina americana • calefacción  • Ventiladores en las habitaciones. 01-IU2019-2375  - Licencia provisional  1_2019_0519213_1 / 18_9_2019 / Ajuntament de Barcelona de conformidad con la sentencia núm. 129/2024 de 16 de abril dictada por el Juzgado de lo Contencioso-Administrativo núm. 16 de Barcelona y de conformidad con la circular interpretativa de 12 de marzo de 2014 de la Generalitat de Catalunya (piso 3º-1ª)Número de registroHUTB-000000",Anfitrión: Cristian,"Alojamiento entero: apartamento en Barcelona, España",80 €,Llegada a partir de las 15:00,Salida antes de las 11:00,45 €,"Barcelona, Catalunya, España","4,75",4,,1 baño,,4 viajeros,2 dormitorios,2 camas
https://www.airbnb.es/rooms/1263117591292794971?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-16&check_out=2024-11-21&source_impression_id=p3_1730227002_P3-SoMFyUCGv2Fh2&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"La ubicación muy buena, cerca de todo si estás c autoNúmero de registroHUTB-009325",Anfitrión: Carmen,"Alojamiento entero: apartamento en Barcelona, España",130 €,Máximo 3 huéspedes,No consta que el alojamiento tenga un detector de monóxido de carbono,30 €,"Barcelona, Catalunya, España",Nuevo,,,1 baño,,3 viajeros,1 dormitorio,1 cama
https://www.airbnb.es/rooms/7954069?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-30&check_out=2024-12-05&source_impression_id=p3_1730227002_P30YbS7sT6sYXuME&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Ático asequible y acogedor situado muy cerca del Barrio Gótico. A solo 15 minutos a pie de La Rambla y del hermoso puerto de Barcelona, Port Vell. Es pequeño, pero está excelentemente distribuido y cuenta con todas las comodidades necesarias, como aire acondicionado y ascensor. Licencia HUTB-002029.El espacioDistribuciónEste ático es pequeño pero está muy bien distribuido. Al entrar, se accede directamente a la sala de estar. A la derecha está la cocina y a la izquierda del mismo, se halla el cuarto de baño, mientras que a la derecha se sitúa el dormitorio. El total es de aproximadamente 30m².EspecificacionesEl apartamento se renovó recién y cuenta con acabados de alta calidad. El salón está equipado con un sofá, una mesa de sofá y un televisor de pantalla plana (Panasonic de 49"" con Fire Stick). La cocina, de IKEA, incluye una vitrocerámica y un frigorífico (sin congelador). El baño es bastante amplio y dispone de ducha, inodoro, lavabo y lavadora. La habitación tiene dos camas individuales (90x200 cm) que se pueden unir para formar una cama doble, si se prefiere. También cuenta con una mesita de noche y un armario. Tiene capacidad para alojar a dos personas.Internet gratuito con Fibra Óptica de 100 Mbps. Al estar en la octava planta, el apartamento es muy luminoso y soleado. Cuenta con aire acondicionado para los días más calurosos del verano. Lavadora disponible en el cuarto de baño. Ubicado en un edificio con ascensor.Servicios y zonas comunesMetro mas cercana: Poble Sec (linea 3)Parking cercano:OneparkCarrer del Poeta Cabanyes 408004 BarcelonaOtros aspectos destacablesLa tasa turística no está incluida en el precio.El apartamento se alquila completo y los espacios no se comparten con otros huéspedes.Se incluyen sábanas y toallas (una por persona).Número de registroHUTB-002029",Anfitrión: Anders,"Alojamiento entero: apartamento en Barcelona, España",76 €,Horario de llegada: de 14:00 a 21:00,Salida antes de las 10:00,50 €,,"4,67",450,,1 baño,2,2 viajeros,1 dormitorio,2 camas
https://www.airbnb.es/rooms/545602057442226577?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1559365984&search_mode=regular_search&check_in=2024-12-07&check_out=2024-12-12&source_impression_id=p3_1730227002_P3Byr-I99AeLSTBP&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Acogedora habitación privada en el centro de Barcelona, barrio del Poble Sec a tres minutos a pié de la estación de metro Paral.el,Funicular de Montjuic y red de autobuses urbanos .Perfecta ubicación para ir hacia cualquier zona de Barcelona Zona de ocio con teatros,salas de fiesta,bingos,bares y restaurantes donde poder degustar tapas y platillos y disfrutar de un merecido relax.El espacioLa habitación se encuentra en un alojamiento privado Se trata de una estancia Acogedora con cerradura que se compone de una cama individual, armario para guardar la ropa, mesita de noche,mesa escritorio con todos los detalles para poder trabajar,estación de carga con entradas usb y enchufes,silla ergonómica y tv.Servicios y zonas comunesHabitación BañoLavaboDurante tu estanciaLos huéspedes se pueden poner en contacto conmigo a través de llamada,correo electrónico y smsOtros aspectos destacablesLa ubicación en la que se encuentra la vivienda nos permite poder visitar tanto la Ramblas,como el Puerto de Barcelona,el CC Maremágnum,La Fira de Plaza d'España y la montaña de Montjuic a tan sólo 10 minutos a pié. Cómo también se puede visitar la playa de la Barceloneta, el Barrio Gótico, Plaza de Catalunya... entre otros muchos lugares más.Número de registroExempt",Quédate con Magdalena,"Habitación en Barcelona, España",50 €,Horario de llegada: de 15:00 a 0:00,Salida antes de las 12:00,43 €,"Barcelona, Catalunya, España",,,,Baño compartido,1,,,1 cama
https://www.airbnb.es/rooms/1055670235103150282?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730227002_P3yasq6h5r5NEh4G&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Alójate con tu familia en el mismo centro, cerca de lugares de interés.El espacioDos habitaciones separadas + salón+ cocina+ bañoServicios y zonas comunesSe puede acceder a todas las áreas del apartamentoOtros aspectos destacablesno hacer fiestas en el apartamento ni fumarNúmero de registroHUTB-012357",Anfitrión: Irina,"Alojamiento entero: apartamento en Barcelona, España",110 €,Horario de llegada: de 16:00 a 23:00,Salida antes de las 11:00,50 €,"Barcelona, Catalunya, España","4,62",47,,1 baño,4,4 viajeros,2 dormitorios,
https://www.airbnb.es/rooms/3512999?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730227002_P39rCQkXEy64YIIi&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Piso muy céntrico, luminoso y muy tranquilo. Finca clásica con ascensor. Con balcón. Vistas a la montaña de Montjuïch.Situado en el Barrio del Poble-sec (barrio residencial y de ocio, donde se concentran teatros, restaurantes y bares de tapas).Muy cerca de las famosas Ramblas, del puerto y de la playa.Muy bien comunicado (bus, metro y andando).3 habitaciones. 1 doble, 2 individuales.Con internet y aire acondicionado. Sábanas y toallas incluidas.Hay parking de pago en frente del edificio.El espacioApartamento reformado y amueblado para una cómoda estancia.Se compone de tres bonitas habitaciones: dos de ellas individuales, cada una con una cama individual y un armario, y una tercera habitación con dos camas individuales y un armario. Dispone de un espléndido salón comedor amplio con dos sofás y una mesa con seis sillas. Desde aquí se tiene acceso a un balcón muy tranquilo con vistas al patio interior y a la montaña de Montjuic. La cocina está totalmente equipada con microondas, horno, nevera/congelador, cafetera eléctrica, tostadora y lavadora. Tiene un espacioso y luminoso baño completo con bañera y secador de pelo y ventana exterior.El apartamento está provisto de aire acondicionado (frío y caliente tanto en la sala de estar como en la habitación de matrimonio) y televisor de pantalla plana. La superficie total es de 65m² aprox. en los que pueden dormir un máximo de4 personas (2 en habitación individual y 2 en habitación doble)Servicios y zonas comunesTVWi-fiAire acondicionado (frío - calor)SábanasToallasSecadorCocina equipadaLavadoraPlanchaTendederoAscensorBalcónOtros aspectos destacablesTasas turísticas: no incluidas en el precio. 7€/adulto/noche. Max.7 noches.Check in a partir de las 21:00h: coste adicional de 30€ Check in a partir de las 24:00h: coste adicional de 50€ El apartamento puede disponer de equipamiento infantil (avisar con antelacion)- cuna plegable (coste de 30€)- sillita de comer (coste de 20€)Todos los costes extra se pagarán en el momento del check in en cash, bizum o solicitado el pago a través de la plataforma Airbnb.Número de registroHUTB-001517",Anfitrión: Ana,"Alojamiento entero: apartamento en Barcelona, España",110 €,Llegada flexible,Salida antes de las 12:00,80 €,,"4,69",417,,1 baño,4,4 viajeros,3 dormitorios,3 camas
https://www.airbnb.es/rooms/40866305?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1692209008&search_mode=regular_search&check_in=2024-11-04&check_out=2024-11-09&source_impression_id=p3_1730227002_P3zYDihVV13Tjs6r&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Habitación privada en un bonito y tranquilo apartamento con aire acondicionado, (sin fotos retocadas, así que WYSIWYG ;-) ) justo en el corazón de Barcelona, a solo dos minutos de las ramblas, en una de las zonas más cosmopolitas y encantadoras de Barcelona, donde Woody Allen filmó una de sus películas, Vicky Cristina Barcelona. Junto a las Ramblas, Plaça Catalunya, Barceloneta,s beach, Montjuic, Plaza España, Gaudí 's route, Park güell, Sagrada Familia....El espacioEs un apartamento alegre justo en el centro de la ciudad y una buena opción para cualquiera que desee alojarse en el corazón de la ciudad, deseando experimentar Barcelona al máximo . El apartamento tiene aire acondicionado y está decorado con colores brillantes y muebles elegantes en todas partes. La habitación es cómoda, perfecta para relajarse después de un día de visitas por la ciudad. El baño bien iluminadoServicios y zonas comunesPuedes acceder a todas las zonas comunes.Durante tu estanciaPuedo recogerte cerca de las ramblas para tu conveniencia, decirte cómo llegar a los lugares más importantes y visitados de la ciudad y asesorarte durante tu estancia aquí.Otros aspectos destacablesSolo pido tratar el apartamento como si fuera tuyo, respetar al resto de las personas y vecinos así como mantener el orden, la limpieza y cuidarlo. Hay aire acondicionado centralizado. No hay aparcamiento gratuito cerca, y la lavadora no se puede utilizar, ya que está prohibido lavar la ropa en el baño y colgarla en la habitación. Importante, no está permitido llevar personas al apartamento, así como fiestas.Número de registroExempt",Quédate con Aleix,"Habitación en Barcelona, España",34 €,Llegada a partir de las 14:00,Salida antes de las 11:00,15 €,,"4,78",36,,Baño compartido,1,,,1 cama de matrimonio
