urls,timestamp,record_id,Titles,Host_name,Property_types,Prices_per_night,Check_ins,Check_outs,Location,Ratings,Num_reviews,Cleaning_fee,Com_fee,Camas,Baños,Maximum_guests,Viajeros,Dormitorios,Otros
https://www.airbnb.es/rooms/3559666?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-01&check_out=2024-12-06&source_impression_id=p3_1730837222_P3kfOHYPGTbJs4kf&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,3559666,"Frente a las Drassanes (Museo Marítimo), cerca del monumento a Colón y La Rambla. Ideal conexión ferrys y cruceros. Perfecto para familias.Garaje (consultar condiciones), wifi, aire acondicionado en todas estancias.Zona con restricciones al tráfico para algunas matrículas. Los vehículos extrangeros deben registrarse en la web del Area Metropolitana (ZBE rondes de Barcelona/registro).TASA TURÍSTICA NO INCLUIDA, se abona a la llegada.El espacioDesde el apartamento se puede acceder a pie a muchos de los atractivos de la ciudad. Además está excelentemente comunicado: buses en la puerta hacia las playas, y a pocos minutos, metro, funicular de Montjuic, bus turístic, lanzadera a la terminal de cruceros y muelle de las golondrinas para paseos en barco.Servicios y zonas comunesTiene un dormitorio con cama doble (150x 200 cm) y dos dormitorios con 2 camas indiviudales (90x200cm) + 1 cama futón (80x190cm). Cocina equipada, lavadero, 1 baño, amplio salón comedor con terraza, zona de estar adicional.Otros aspectos destacablesExcelente opción para enlazar con ferrys y cruceros. Licencia turística HUTB-009306. Gastos e impuestos incluidos excepto la tasa turística: 5 € hasta el 31 de marzo de 2024.A partir de abril de 2023:  5 € (2'25 tasa general + 2,75 recargo ayuntamiento de Barcelona) por persona y noche hasta un máximo de 7 noches. No se aplica a menores de 16 años.Número de registroHUTB-009306",Anfitrión: Sara,"Alojamiento entero: apartamento en Barcelona, España",140 €,Horario de llegada: de 16:00 a 22:00,Salida antes de las 11:00,,"4,85",,0,120 €,5 camas,1 baño,6,6 viajeros,3 dormitorios,
https://www.airbnb.es/rooms/1238177754017283587?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730837222_P3C7QC8xtFdBqNFi&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,1238177754017283587,"Este lugar es ideal para quienes buscan comodidad en la cuidad. Destacan los detalles en madera y los tonos cálidos de la decoración. Cuenta con una cocina bien equipada. El dormitorio principal es un refugio de paz, con una cama grande y cómoda. El segundo dormitorio, tiene una pequeña terraza que permite la entrada de luz natural. Las áreas comunes complementan este hogar perfecto. Su ubicación te permite disfrutar de tiendas, restaurantes y transporte público a solo unos pasos de distancia.Número de registroExempt",Anfitrión: Kenia,"Alojamiento entero: apartamento en Barcelona, España",120 €,Horario de llegada: de 15:00 a 19:00,Salida antes de las 12:00,"Barcelona, Catalunya, España","5,0",3,50 €,111 €,2 camas,1 baño,3,3 viajeros,2 dormitorios,
https://www.airbnb.es/rooms/908155559326571593?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1770642236&search_mode=regular_search&check_in=2024-12-02&check_out=2024-12-07&source_impression_id=p3_1730837222_P3kPr16vW4s-Uq7j&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,908155559326571593,Disfruta de la sencillez de este alojamiento tranquilo y céntrico.Número de registroExempt,Quédate con Angel,"Habitación en Barcelona, España",40 €,Máximo 2 huéspedes,No consta que el alojamiento tenga un detector de monóxido de carbono,"Barcelona, Catalunya, España","4,83",6,0,34 €,1 cama,Baño compartido,2,,,
https://www.airbnb.es/rooms/8880938?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730837222_P3tWoQfya3jHMI92&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,8880938,"Piso muy céntrico, luminoso y muy tranquilo. Finca clásica con ascensor. Con balcón. Vistas a la montaña de Montjuïch.Situado en el Barrio del Poble-sec (barrio residencial y de ocio, donde se concentran teatros, restaurantes y bares de tapas).Muy cerca de las famosas Ramblas, del puerto y de la playa.Muy bien comunicado (bus, metro y andando).3 habitaciones. 1 doble, 2 individuales.Con internet y aire acondicionado. Sábanas y toallas incluidas.Hay parking de pago en frente del edificio.El espacioApartamento de alquiler en Barcelona recién reformado y amueblado para una cómoda estancia.Se compone de tres bonitas habitaciones: dos de ellas individuales, cada una con una cama individual y un armario, y una tercera habitación con dos camas individuales y un armario. Dispone de un espléndido salón comedor amplio con dos sofás y una mesa con seis sillas. Desde aquí se tiene acceso a un balcón muy tranquilo con vistas al patio interior y a la montaña de Montjuic. La cocina está totalmente equipada con microondas, horno, nevera/congelador, cafetera eléctrica, tostadora y lavadora. Tiene un espacioso y luminoso baño completo con bañera y secador de pelo y ventana exterior.El apartamento está provisto de aire acondicionado (frío y caliente tanto en la sala de estar como en la habitación de matrimonio) y televisor de pantalla plana. La superficie total es de 65m² aprox. en los que pueden dormir un máximo de 4 personas.Servicios y zonas comunesTVWi-fiAire acondicionado (frío - calor)SábanasToallasSecadorCocina equipadaLavadoraPlanchaTendederoAscensorBalcónOtros aspectos destacablesTasas turísticas no incluidas en el precio. 7€/adulto/dia. máximo 7 dias..Check in a partir de las 21:00h: coste adicional de 30€ Check in a partir de las 24:00h: coste adicional de 50€ 1 Mascota: 80€ Coste adicional (durante toda la estacia)El apartamento puede disponer de equipamiento infantil (avisar con antelacion)- cuna plegable (coste de 30€)- sillita de comer (coste de 20€)Todos los costes extra se pagarán en el momento del check in en cash, bizum o solicitado el pago a través de la plataforma Airbnb.Número de registroHUTB-001518",Anfitrión: Ana,"Alojamiento entero: apartamento en Barcelona, España",108 €,Llegada flexible,Salida antes de las 12:00,,"4,75",357,80 €,106 €,3 camas,1 baño,4,4 viajeros,3 dormitorios,
https://www.airbnb.es/rooms/878658347316285621?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-16&check_out=2024-11-21&source_impression_id=p3_1730837222_P3qkOg4aDvlflU5j&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,878658347316285621,"Nuevo alojamiento a estrenar de ensueño perfecto para los viajeros que buscan una experiencia única en el corazón de Barcelona. Esta joya, es un remanso de paz en medio del bullicio urbano, con un salón comedor de cocina abierta, una habitación y un balcón.Además, te invitamos a disfrutar de las impresionantes vistas desde la terraza de uso común en la 7a planta.Esta categoría de apartamento está ubicada entre la 1a y la 6a planta. Las peticiones de asignación están sujetas a disponibilidad.El espacioEsta nueva joya de The Streets Apartments, es un remanso de paz en medio del bullicio urbano, con un salón comedor de cocina abierta exquisitamente decorado, una habitación que te permitirá disfrutar de un descanso pleno y revitalizador, y un cómodo baño. Todo el alojamiento dispone de luz natural.Además, la ubicación privilegiada de nuestro alojamiento en Las Ramblas ofrece fácil acceso a algunos de los puntos turísticos más famosos de la ciudad, como el mercado de La Boquería, el Palacio de la Virreina y el Gran Teatro del Liceu. También se encuentra cerca del Barrio Gótico, el museo de arte contemporáneo MACBA y la Plaza Cataluña, lo que te permitirá explorar la riqueza cultural y artística de Barcelona a pocos pasos de distancia. ¡No te pierdas la oportunidad de disfrutar de una experiencia única en esta increíble ciudad!¿Y si estás buscando un apartamento familiar? ¡No te preocupes! Nuestro alojamiento se puede ampliar para que puedas disfrutar de un espacio amplio y cómodo con toda tu familia. ¡No esperes más para reservar tu estadía en este paraíso de la comodidad y el buen gusto!Servicios y zonas comunesEste nuevo edificio recién reformado cuenta con servicio de recepción y seguridad nocturna.Además del apartamento privado, los huéspedes podrás disfrutar de una terraza-solarium compartida y ubicada en la última planta del edificio con vistas excepcionales a la zona de costa de la ciudad.Si desean el servicio de traslado del/al aeropuerto, los huéspedes también pueden solicitarlo.Otros aspectos destacablesCon anterioridad a su llegada, deberá completar el registro online a través de un enlace que recibirá por correo electrónico. En este enlace, deberá identificar a los huéspedes y pagar las tasas turísticas que no están incluidas en la tarifa pagada a través de Airbnb. La tasa turística (no incluida en el pago de Airbnb) es de 5,50€ por persona y por noche, con un máximo de 7 noches y para adultos de 16 años.En TSA La Rambla, tenemos una recepción con horario de 9:00h -21:00h para que nuestro equipo pueda ayudarte en todo lo que necesites. La hora de entrada es a las 15:00h y la hora de salida a las 11:00h.En caso de que necesites entrar antes o salir más tarde será bajo disponibilidad. Puedes contactar con nuestro departamento de reservas e incidencias las 24 horas del día.Número de registroATB004230",Anfitrión: The Streets Apartments,"Alojamiento entero: apartamento en Barcelona, España",174 €,Llegada a partir de las 15:00,Salida antes de las 11:00,,"4,82",307,0,0,1 cama,1 baño,2,2 viajeros,1 dormitorio,
https://www.airbnb.es/rooms/729078?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2025-08-09&check_out=2025-08-14&source_impression_id=p3_1730837222_P3hYWSoGQNlUzOSp&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,729078,"Dúplex acogedor muy cerca de las Ramblas. Cerca de 3 estaciones de metro, distancia corta a todas las principales atracciones en el centro, el Ensanche y la playa.Cocina completamente equipada, 2 dormitorios, WiFi, Nespresso, lavaplatos, y aire acondicionado en todas las habitaciones.Para máximo 4 personas.Muy adecuado para familias. Gente de fiesta irrespetuosa no es bienvenida.Cuarto piso (sin ascensor).Para obtener la mejor elección informada, lea también la descripción completa.El espacioEl apartamento es un dúplex acogedor (con licencia oficial) de 46 m2 en el cuarto y en el último piso de un edificio del siglo IXX. No hay ascensor (por lo tanto no es adecuado para personas con problemas al caminar o familias con niños de 0-3 años) pero al menos su posición asegura más luz que el promedio de casas del centro histórico (con callejones angostos y edificios altos) y también tiene menos ruido.Tiene un salón con cocina americana muy bien equipada y con lavavajillas, dos dormitorios separados (uno con cama doble y uno en el entrepiso con dos camas simples) todos con aire acondicionado y un baño con una bañera pequeña. Es para cuatro personas como máximo.Servicios y zonas comunesNosotros usamos el apartamento para nuestras vacaciones así que puedes estar seguro de que todo lo que hay allí está hecho y conservado por personas que aman su segundo hogar y lo cuidan.El apartamento está completamente renovado y equipado con todo tipo de artefactos (nuevos): internet inalámbrica por fibra óptica, televisión digital con TV LED pantalla plana y montaje multidireccional en la pared, aire acondicionado en todas las habitaciones, radiadores eléctricos, horno, microondas, lavavajillas (que le ahorra MUCHO tiempo precioso), secador de cabello, plancha y tabla de planchar, sombrilla, muchos utensilios de cocina e incluso libros de recetas en español y catalán.Amamos viajar y sabemos que un gran alojamiento (y con precio justo) representa al menos el 50% de las vacaciones. Solo si estás contento con el lugar en el que te alojas puedes realmente relajarse y decir que son una vacaciones exitosas. Y ese es simplemente nuestro objetivo: asegurar que nuestros huéspedes disfruten de nuestro apartamento como lo hacemos nosotros, que se sientan literalmente como en casa, y que su dinero sea bien gastado.Otros aspectos destacablesEl apartamento es para 4 personas como máximo. Bajo ninguna circunstancia puedo aceptar más personas.Tasa turística de Cataluña: € 6,25 por persona y noche, para un máximo de una semana.Los niños menores de 17 años no pagan.El horario regular de check-in es de 15:30 a 23:00. En la práctica, puede ser tan pronto como a las 14:30, si la limpieza se realiza sin problemas y sin necesidad de trabajo adicional.Para entradas después de las 20:00 se aplica un cargo extra:20:00 / 21:00 - €1021:00 / 22:00 - €2022:00 / 23:00 - €30Para hacer el check-in después de las 23:00, le enviaremos la dirección de un servicio de taquillas más el código para abrirla y obtener las llaves.El coste de este servicio es de 25€, que te cobro a través de Airbnb, junto con la tasa turística, si me dices que tu llegada es después de las 23:00.No entregamos las llaves a personas que no forman parte del grupo de viaje (como por ejemplo un amigo que vive en Barcelona).RESERVAS DE ÚLTIMO MINUTOAceptamos reservas de última hora incluso el mismo día, pero a veces puede ser necesaria cierta paciencia si el personal encargado de realizar el check in está muy ocupado.RECOMENDAMOS CONSULTAR ANTES DE HACER LA RESERVA, especificando su hora de llegada deseada. Podemos responderle en unos minutos con una respuesta posible / no posible.RESERVA EN NOMBRELa persona que realiza la reserva también debe formar parte del grupo de viaje. De lo contrario, como por ejemplo un padre que hace la reserva para su hijo y sus amigos, la reserva será rechazada.CHECK-INDebido a malas experiencias pasadas, el check-in se realiza frente a todo el grupo, o sin que falte más de un huésped.Si uno o dos huéspedes llegan antes que los demás, deberán esperar la llegada del resto del grupo para ingresar a la propiedad.Solo se hacen excepciones para viajeros maduros/ancianos.Número de registroHUTB-248167",Anfitrión: Flavio,"Alojamiento entero: apto. residencial en Barcelona, España",99 €,Llegada a partir de las 16:00,Salida antes de las 12:00,,"4,61",496,65 €,96 €,3 camas,1 baño,4,4 viajeros,2 dormitorios,
https://www.airbnb.es/rooms/995417402635743515?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1807536500&search_mode=regular_search&check_in=2024-11-15&check_out=2024-11-20&source_impression_id=p3_1730837222_P37wHCTaUDLVUwlS&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,995417402635743515,Haz un descanso y relájate en este tranquilo oasis.Número de registroExempt,Quédate con Elena,"Habitación en Barcelona, España",25 €,Horario de llegada: de 12:00 a 21:00,Salida antes de las 10:00,"Barcelona, Catalunya, España","4,71",59,20 €,25 €,,Baño compartido,2,,0 dormitorios,
https://www.airbnb.es/rooms/1212185946510064191?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1964829527&search_mode=regular_search&check_in=2024-11-07&check_out=2024-11-12&source_impression_id=p3_1730837222_P3Gkwe894oJlzB7H&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,1212185946510064191,"Bonita habitación para dos personas, muy amplia y luminosa. A 3 minutos a pie hasta la playa y metro Barceloneta. Hay muchos bares, restaurantes, tiendas de alimentación y ropas, mercado municipal. Hay zonas deportivas y parques.La habitación cuenta con cama individual, armario, mesa y WIFI! Hay aire acondicionado portátil en zonas comunes. Te esperamos en Barcelona!Número de registroHUTB-836194",Anfitrión: Emilio,"Habitación en Barcelona, España",62 €,Horario de llegada: de 17:00 a 2:00,Salida antes de las 11:00,"Barcelona, Catalunya, España","5,0",,20 €,56 €,1 cama,Baño compartido,2,,,
https://www.airbnb.es/rooms/1258528215038263464?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2004515009&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730837221_P3ehdazdP1AM9EcL&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,1258528215038263464,La valoración media aparecerá después de 3 evaluaciones,Quédate con Kristina,"Habitación en Barcelona, España",30 €,Horario de llegada: de 16:00 a 20:00,Salida antes de las 11:00,"Barcelona, Catalunya, España",Nuevo,,20 €,29 €,1 cama,Baño compartido,1,,,
https://www.airbnb.es/rooms/3144104?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730837222_P3YpRQ8aPa6SWb5G&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,3144104,"¡Amplio y luminoso apartamento en el centro de la ciudad! Recientemente renovado - Moderno / Vintazh en finca catalogada modernista.Se encuentra en el centro de la ciudad, a solo 10 minutos a pie del puerto (playa) de Barcelona y a 10 minutos de la famosa calle Las Ramblas y  el metro que se encuentra frente al apartamento.La propiedad (muy bien decorada no faltan detalles ) consta de 3 habitaciones dobles exteriores, cada una con balcón exterior, amplia cocina - comedor, baño muy amplio.El espacioLa propiedad ha sido recientemente renovada con 3 habitaciones dobles exteriores, cada una con balcón, amplio comedor - cocina, último modelo, baño enorme y mucho tipo de confort para pasar sus vacaciones en Barcelona, ​​como puede ver en las fotos. El apartamento tiene 100 metros cuadrados.El apartamento está completamente equipado y en su interior encontrará las comodidades. El potente aire acondicionado le permitirá adaptar la temperatura a sus necesidades y la calefacción es ideal para los meses de invierno y se distribuye por todo el piso. En el apartamento encontrará una cuna y una silla para bebé.El piso está hecho de madera y los colores son muy suaves, por lo que es muy cálido y estoy seguro de que una vez dentro te encontrarás como en casaLas habitaciones:Dos habitaciones con camas dobles y una con 2 camas individuales para 6 personas (PAX 6) cada una con balcón para ver la puesta de sol en la tarde y los balcones con ventanas de doble acristalamiento para disfrutar de un silencio total.Las habitaciones están equipadas con armarios, mesitas de noche, lámparas de noche, sábanas, edredones y toallas.El baño:Gran baño vintage con gran ventilación, toallero, botiquín y cajones donde encontrará la plancha y el secador de pelo. Allí encontrará jabón de manos, gel de baño y toalla de mano.Cocina:Amplia y moderna cocina equipada con lavavajillas, horno, microondas, lavadora, tetera, tostadora y todo tipo de utensilios de cocina, toallas de papel, bolsa de basura, jabón para el lavavajillas. También está equipado con productos básicos de cocina.Al lado del refrigerador está el armario con productos de limpieza y el colgador secador de ropaComedor:En el comedor puede disfrutar del descanso o disfrutar de un programa de televisión mientras se relaja con las vistas. Allí encontrará revistas, información de interés turístico como mapas del metro, rutas de autobuses turísticos o los diferentes sitios que puede visitar.Si tiene alguna pregunta, comuníquese conmigo que estaré encantado de ayudarle y  rápidamente tendrá mi respuesta y la solución El piso está ubicado en la avenida Paral.lel, una de las calles más famosas de Barcelona, ​​con muchos bares, restaurantes, supermercados, tiendas, etc. Esta zona es un área muy de moda de Barcelona.Tienes el metro exactamente enfrente del piso, estación de Poble Sec, muy útil para moverte por la ciudad. También encontrara las principales atracciones turísticas muy cerca del apartamento a tan solo 5, 10 o 15 minutos andandoEn Cataluña hay que pagar el impuesto turístico de 5,5 euros por persona y díaServicios y zonas comunesEdificio catalogado en el que cuando llegas inmediatamente te das cuenta y te mueves a la era modernista de Barcelona. El edificio tiene acceso para discapacitados y ascensor (solo tiene que presionar la tecla 1 en el elevador para transportarlo al piso donde está el apartamento donde verá su identificación)El área exterior del edificio es muy amplia, ideal para descargar el equipaje de un automóvil o del taxi.Otros aspectos destacablesEl apartamento tiene licencia turisticaEl check in tarde después de las 21.00 será de 30 eur y a partir de las 24.00 será de 50 eur.En Cataluña hay que pagar el impuesto turístico de 6,25 euros por persona y día y se pagara en efectivo a la llegadaEl departamento cuenta con servicio de vinos con 2 opciones:Vino tinto y vino blanco de autorEl check in es a partir de las 3:00 p.m. pero si el apartamento esta listo con antelación se puede adelantar el check in, por otro lado se permite dejar el equipaje a partir de las 11.30 si se necesita de este modo se entrega una llave para volver a partir de las 3 que es cuando estará listo con total seguridadLa salida será a las 11.00  pudiendo dejar su equipaje durante el tiempo de limpieza y antes de de la entrada del nuevo huésped como facilidad para que pueda aprovechar la mañana siguienteSi la reserva tiene una duración superior a 3 semanas se tendrán que abonar mensualmente 150 euros en cash en concepto de los costes de los servicios de agua, luz y gas en la llegadaEn el apartamento no se permiten fiestas,  ruido o molestias a los vecinos, ya que quieren descansar como cuando estamos en nuestros hogares, por eso tiene una alarma de ruido.Número de registroHUTB-868365",Anfitrión: Flor,"Alojamiento entero: apartamento en Barcelona, España",128 €,Llegada a partir de las 14:00,Salida antes de las 11:00,,"4,9",,89 €,125 €,4 camas,1 baño,6,6 viajeros,3 dormitorios,
https://www.airbnb.es/rooms/16780481?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1738638103&search_mode=regular_search&check_in=2024-12-15&check_out=2024-12-20&source_impression_id=p3_1730837222_P3eaZzjNhUNwLg8P&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,16780481,"Habitacion acogedora con lo justo para pasar unos días en Barcelona, situada en pleno centro y rodeada de todo lo necesario, fiesta compras mar ...El espacioHabitación privada con baño compartido, cocina terraza interior y salón.Habitacion privada con baño compartido, terraza interior de cocina y salón.Servicios y zonas comunesCocina equipada, baño con ducha, lavadora y zona para tender, guardamaleta.Cocina equipada, baño con ducha, lavadora y zona de tend.Durante tu estanciaLa casa es grande y el acceso es libre, yo estaré en la casa para cualquier duda y también atiendo a través de la app o de WhatsapLa casa es grande y el acceso es gratuito, estaré en la casa para cualquier duda y también asisto a través de la aplicación o Whatsap",Quédate con Teo,"Habitación en Barcelona, España",31 €,Horario de llegada: de 14:00 a 23:00,Salida antes de las 12:00,,"4,52",269,0,0,1 cama individual,Baño compartido,1,,,
https://www.airbnb.es/rooms/50972615?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-01&check_out=2024-12-06&source_impression_id=p3_1730837222_P3BiBwXhAyHK1MHy&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,50972615,"Bienvenidos a este nuevo y destacado apartamento en el centro de Barcelona, a metros de la estación de metro Rocafort.Ubicado en un edificio histórico, pieza maestra de la arquitectura catalana.Con una capacidad para 7 huéspedes en 4 habitaciones, este encantador apartamento es una opción perfecta para su visita a Barcelona!Encontrarás que está equipado con todo lo que necesitas para una estancia 5 estrellas. Una cocina completamente equipada, aire acondicionado, Smart Tv, Wifi, etc.El espacioEl apartamento está ubicado en un edificio histórico que destaca por su arquitectura modernista. Fue recientemente renovado y decorado con elegancia utilizando tonos oscuros en algunas partes.Habitación 1: Enorme habitación con cama doble King, sofá y un baño completo.Habitación 2: Cama doble queen con baño en suite.Habitación 3: Cama doble (135 x 190cm)Habitación 4: Cama individual grande (105x190cm)Aire acondicionado en todo el apartamento.Cocina completamente equipadaLavadoraLavaplatosNesspresoPlancha & tabla de plancharSecador de peloBalconesTVServicios y zonas comunesTodo el apartamento será vuestro, a disfrutarlo!Otros aspectos destacables1. Llegada en línea:Con anterioridad a su llegada, es obligatorio completar el registro online a través de un enlace que recibirá por correo electrónico. Allí deberá identificar a todos los huéspedes, firmar el contrato y pagar el impuesto municipal y la tasa turística que no están incluidas en la tarifa pagada a través de Airbnb.La tasa turística (no incluida en el pago de Airbnb) es de 6,87€ por persona y por noche, con un máximo de 7 noches y para adultos a partir de 16 años. 2. Llegada autónoma al apartamento: Luego de haber realizado el pago de las tasas turísticas y el check-in online, le enviaremos un mensaje donde aparecerán las instrucciones con los códigos para acceder al apartamento. La hora del check-in es a partir de las 3 pm. Si su llegada es antes de las 3 pm, puede dejar su equipaje en nuestro Hotel The Streets Apartments, ubicado en La Rambla 34.Si el apartamento está listo antes de las 3 pm, le enviaremos las instrucciones de llegada.3. Limpieza durante la estancia:The Streets Apartments garantiza la limpieza del apartamento cada dos días. En caso de no querer beneficiarse de dicho servicio, deberá ponerse en contacto con nuestro departamento de reservas.4. Check out/salida:Se deberá abandonar el apartamento a las 11 am.5. Otros datos de interésThe Streets Apartments únicamente podrá ofrecer la opción de entrada al apartamento antes de las 3 pm y de salida después de las 11 am bajo disponibilidad. Puede contactar con nuestro departamento de reservas e incidencias las 24 horas del día.Número de registroHUTB-003619",Anfitrión: The Streets Apartments,"Alojamiento entero: apartamento en Barcelona, España",198 €,Horario de llegada: de 15:00 a 2:00,Salida antes de las 11:00,,"4,68",395,0,0,4 camas,3 baños,7,7 viajeros,4 dormitorios,
https://www.airbnb.es/rooms/1129603983391646603?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-07&check_out=2024-11-14&source_impression_id=p3_1730837222_P3_inhbelLTxVAQN&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,1129603983391646603,"Fantástico apartamento de dos dormitorios y un baño recientemente reformado situado en la parte antigua de la ciudad junto a la zona del Borne, a poca distancia a pie de casi todos los lugares importantes como PLAZA CATALUNYA , LAS RAMBLAS , PASEO DE GRACIA con CASA BATLLO y PEDRERA , incluso playa principal de la ciudad - Barceloneta. Salón soleado con balcón con vistas.Se proporcionan sábanas , toallas , jabón , champú y secador de pelo. Equipo para bebés bajo petición .Número de registroExempt",Anfitrión: Maria,"Alojamiento entero: apartamento en Barcelona, España",117 €,Llegada a partir de las 15:00,Salida antes de las 12:00,"Barcelona, Catalunya, España","4,9",,70 €,152 €,4 camas,1 baño,3,3 viajeros,2 dormitorios,
https://www.airbnb.es/rooms/1075266762808973288?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1826408038&search_mode=regular_search&check_in=2024-11-05&check_out=2024-11-10&source_impression_id=p3_1730837222_P3xayxwOkJHt208G&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,1075266762808973288,Este alojamiento tiene una ubicación estratégica: ¡será muy fácil planear tu visita!Número de registroHUTB-847264,Anfitrión: Ramon,"Habitación en Barcelona, España",54 €,Horario de llegada: de 17:00 a 2:00,Salida antes de las 11:00,"Barcelona, Catalunya, España","5,0",4,15 €,49 €,1 cama,Baño compartido,1,,,
https://www.airbnb.es/rooms/53858106?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-02&check_out=2024-12-07&source_impression_id=p3_1730837222_P34NmJpkjh8Em3cN&previous_page_section_name=1000&federated_search_id=fe27487d-317d-4395-8a36-327b7dfa4660,2024-11-05 21:31:53,53858106,"Acogedor piso de 2 habitaciones con terraza privada muy soleada.Consta de Salón comedor con salida a la terraza , ideal para comer y tomar el sol, 2 habitaciones dobles exteriores y sofá cama individual en el salón, 1  baño completo y  cocina totalmente equipada.Excelente ubicación.Ideal para, familias, parejas y viajes de negocios. Está situado en pleno centro de Barcelona, frente al Puerto, rodeado de servicio:  supermercado, restaurantes, museos, teatros...El espacioPiso muy tranquilo con salon comedor, terreza soleada y dos habitaciones dobles.Otros aspectos destacablesReservas no permitidas para menores de 25 AñosApartamento en edificio residencial. Se tiene que respetar el horario de descanso de los vecinos de 22h a 9h.No apto para fiestas ni celebraciones.Check inn de 15h a 20h sin cargo. De 20h a 23h con cargo de 30€. A partir de las 23h ( bajo peticion ) con cargo de 60€.City tax- pago directoNúmero de registroHUTB-009302",Anfitrión: Sandra,"Alojamiento entero: apartamento en Barcelona, España",105 €,Horario de llegada: de 15:00 a 20:00,Salida antes de las 11:00,,"4,29",87,95 €,0,5 camas,1 baño,5,5 viajeros,2 dormitorios,
