services,record_id
16,52981104
17,52981104
38,52981104
17,52981104
18,52981104
19,52981104
20,52981104
39,52981104
40,52981104
21,52981104
18,52981104
23,52981104
41,52981104
44,52981104
42,52981104
84,52981104
26,52981104
66,52981104
67,52981104
28,52981104
69,52981104
71,52981104
71,52981104
30,52981104
31,52981104
72,52981104
85,52981104
32,52981104
1,1155809416104019462
2,1155809416104019462
3,1155809416104019462
4,1155809416104019462
75,1155809416104019462
5,1155809416104019462
6,1155809416104019462
34,1155809416104019462
7,1155809416104019462
51,1155809416104019462
10,1155809416104019462
52,1155809416104019462
12,1155809416104019462
13,1155809416104019462
14,1155809416104019462
15,1155809416104019462
64,1155809416104019462
64,1155809416104019462
65,1155809416104019462
17,1155809416104019462
38,1155809416104019462
18,1155809416104019462
19,1155809416104019462
20,1155809416104019462
40,1155809416104019462
21,1155809416104019462
86,1155809416104019462
18,1155809416104019462
22,1155809416104019462
23,1155809416104019462
41,1155809416104019462
73,1155809416104019462
74,1155809416104019462
44,1155809416104019462
42,1155809416104019462
27,1155809416104019462
47,1155809416104019462
1,1280281294391488962
2,1280281294391488962
4,1280281294391488962
5,1280281294391488962
8,1280281294391488962
10,1280281294391488962
14,1280281294391488962
15,1280281294391488962
36,1280281294391488962
64,1280281294391488962
77,1280281294391488962
17,1280281294391488962
18,1280281294391488962
19,1280281294391488962
20,1280281294391488962
40,1280281294391488962
18,1280281294391488962
1,1279034995385137358
2,1279034995385137358
3,1279034995385137358
33,1279034995385137358
4,1279034995385137358
5,1279034995385137358
34,1279034995385137358
7,1279034995385137358
8,1279034995385137358
9,1279034995385137358
10,1279034995385137358
12,1279034995385137358
14,1279034995385137358
35,1279034995385137358
36,1279034995385137358
37,1279034995385137358
17,1279034995385137358
38,1279034995385137358
18,1279034995385137358
19,1279034995385137358
20,1279034995385137358
39,1279034995385137358
40,1279034995385137358
21,1279034995385137358
18,1279034995385137358
23,1279034995385137358
41,1279034995385137358
42,1279034995385137358
28,1279034995385137358
31,1279034995385137358
6,1251405079105833124
36,1251405079105833124
64,1251405079105833124
77,1251405079105833124
17,1251405079105833124
18,1251405079105833124
14,1254299121348179957
36,1254299121348179957
16,1254299121348179957
17,1254299121348179957
18,1254299121348179957
1,1197658127949521687
2,1197658127949521687
3,1197658127949521687
33,1197658127949521687
4,1197658127949521687
8,1197658127949521687
10,1197658127949521687
13,1197658127949521687
16,1197658127949521687
17,1197658127949521687
18,1197658127949521687
19,1197658127949521687
40,1197658127949521687
21,1197658127949521687
86,1197658127949521687
22,1197658127949521687
74,1197658127949521687
47,1197658127949521687
2,1167927143759339825
3,1167927143759339825
4,1167927143759339825
5,1167927143759339825
4,1167927143759339825
6,1167927143759339825
7,1167927143759339825
8,1167927143759339825
12,1167927143759339825
87,1167927143759339825
17,1167927143759339825
18,1167927143759339825
22,1167927143759339825
37,1167927143759339825
13,1192612229323894350
14,1192612229323894350
65,1192612229323894350
17,1192612229323894350
38,1192612229323894350
18,1192612229323894350
1,1123156827645522473
4,1123156827645522473
5,1123156827645522473
6,1123156827645522473
7,1123156827645522473
8,1123156827645522473
9,1123156827645522473
10,1123156827645522473
11,1123156827645522473
12,1123156827645522473
13,1123156827645522473
35,1123156827645522473
36,1123156827645522473
17,1123156827645522473
18,1123156827645522473
19,1123156827645522473
20,1123156827645522473
39,1123156827645522473
40,1123156827645522473
21,1123156827645522473
18,1123156827645522473
22,1123156827645522473
23,1123156827645522473
44,1123156827645522473
25,1123156827645522473
28,1123156827645522473
29,1123156827645522473
30,1123156827645522473
31,1123156827645522473
47,1123156827645522473
1,1250095973933022993
2,1250095973933022993
4,1250095973933022993
5,1250095973933022993
8,1250095973933022993
10,1250095973933022993
12,1250095973933022993
14,1250095973933022993
15,1250095973933022993
64,1250095973933022993
64,1250095973933022993
17,1250095973933022993
18,1250095973933022993
37,1250095973933022993
1,31977858
5,31977858
6,31977858
50,31977858
8,31977858
10,31977858
14,31977858
15,31977858
64,31977858
65,31977858
16,31977858
17,31977858
19,31977858
20,31977858
40,31977858
26,31977858
28,31977858
30,31977858
1,1147692746401940575
4,1147692746401940575
5,1147692746401940575
36,1147692746401940575
17,1147692746401940575
18,1147692746401940575
19,1147692746401940575
20,1147692746401940575
39,1147692746401940575
40,1147692746401940575
18,1147692746401940575
22,1147692746401940575
41,1147692746401940575
42,1147692746401940575
47,1147692746401940575
1,1268163818980729724
2,1268163818980729724
4,1268163818980729724
75,1268163818980729724
5,1268163818980729724
6,1268163818980729724
50,1268163818980729724
8,1268163818980729724
9,1268163818980729724
10,1268163818980729724
12,1268163818980729724
13,1268163818980729724
14,1268163818980729724
15,1268163818980729724
17,1268163818980729724
38,1268163818980729724
18,1268163818980729724
19,1268163818980729724
20,1268163818980729724
39,1268163818980729724
40,1268163818980729724
21,1268163818980729724
86,1268163818980729724
22,1268163818980729724
23,1268163818980729724
41,1268163818980729724
73,1268163818980729724
74,1268163818980729724
44,1268163818980729724
26,1268163818980729724
31,1268163818980729724
6,1270266469340006214
14,1270266469340006214
36,1270266469340006214
88,1270266469340006214
17,1270266469340006214
18,1270266469340006214
6,1250842195271697900
36,1250842195271697900
64,1250842195271697900
77,1250842195271697900
17,1250842195271697900
18,1250842195271697900
6,1250076660022718536
36,1250076660022718536
64,1250076660022718536
77,1250076660022718536
17,1250076660022718536
18,1250076660022718536
1,1126661637688071846
10,1126661637688071846
14,1126661637688071846
15,1126661637688071846
37,1126661637688071846
64,1126661637688071846
65,1126661637688071846
16,1126661637688071846
17,1126661637688071846
39,1126661637688071846
72,1126661637688071846
76,1126661637688071846
1,1239353939252642805
2,1239353939252642805
5,1239353939252642805
8,1239353939252642805
83,1239353939252642805
35,1239353939252642805
17,1239353939252642805
19,1239353939252642805
20,1239353939252642805
23,1239353939252642805
25,1239353939252642805
26,1239353939252642805
71,1239353939252642805
37,1239353939252642805
1,40723364
6,40723364
50,40723364
7,40723364
10,40723364
13,40723364
14,40723364
15,40723364
37,40723364
64,40723364
64,40723364
65,40723364
17,40723364
18,40723364
28,40723364
48,1086018140861723540
5,1086018140861723540
13,1086018140861723540
14,1086018140861723540
37,1086018140861723540
17,1086018140861723540
38,1086018140861723540
18,1086018140861723540
40,1086018140861723540
23,1086018140861723540
73,1086018140861723540
44,1086018140861723540
26,1086018140861723540
72,1086018140861723540
5,40553667
6,40553667
8,40553667
9,40553667
12,40553667
14,40553667
15,40553667
64,40553667
65,40553667
16,40553667
17,40553667
38,40553667
18,40553667
19,40553667
20,40553667
39,40553667
40,40553667
18,40553667
74,40553667
44,40553667
26,40553667
66,40553667
67,40553667
27,40553667
28,40553667
71,40553667
32,40553667
1,1278815157116605567
2,1278815157116605567
4,1278815157116605567
5,1278815157116605567
8,1278815157116605567
10,1278815157116605567
12,1278815157116605567
14,1278815157116605567
15,1278815157116605567
64,1278815157116605567
64,1278815157116605567
17,1278815157116605567
18,1278815157116605567
19,1278815157116605567
20,1278815157116605567
40,1278815157116605567
18,1278815157116605567
22,1278815157116605567
23,1278815157116605567
1,1253648186710032597
2,1253648186710032597
3,1253648186710032597
33,1253648186710032597
5,1253648186710032597
4,1253648186710032597
34,1253648186710032597
7,1253648186710032597
8,1253648186710032597
51,1253648186710032597
10,1253648186710032597
12,1253648186710032597
13,1253648186710032597
14,1253648186710032597
15,1253648186710032597
17,1253648186710032597
18,1253648186710032597
19,1253648186710032597
20,1253648186710032597
39,1253648186710032597
40,1253648186710032597
18,1253648186710032597
22,1253648186710032597
44,1253648186710032597
24,1253648186710032597
26,1253648186710032597
67,1253648186710032597
71,1253648186710032597
29,1253648186710032597
31,1253648186710032597
1,961287943216806993
3,961287943216806993
33,961287943216806993
4,961287943216806993
5,961287943216806993
4,961287943216806993
34,961287943216806993
7,961287943216806993
8,961287943216806993
51,961287943216806993
9,961287943216806993
10,961287943216806993
52,961287943216806993
12,961287943216806993
13,961287943216806993
14,961287943216806993
15,961287943216806993
64,961287943216806993
65,961287943216806993
16,961287943216806993
17,961287943216806993
19,961287943216806993
28,961287943216806993
71,961287943216806993
30,961287943216806993
72,961287943216806993
76,961287943216806993
32,961287943216806993
5,36054333
6,36054333
50,36054333
7,36054333
8,36054333
9,36054333
12,36054333
14,36054333
15,36054333
37,36054333
64,36054333
65,36054333
17,36054333
28,36054333
30,36054333
72,36054333
85,36054333
13,40577359
14,40577359
28,40577359
46,40577359
6,1250849148938167139
36,1250849148938167139
64,1250849148938167139
77,1250849148938167139
17,1250849148938167139
18,1250849148938167139
48,545602057442226577
1,545602057442226577
3,545602057442226577
4,545602057442226577
75,545602057442226577
5,545602057442226577
34,545602057442226577
7,545602057442226577
8,545602057442226577
51,545602057442226577
9,545602057442226577
10,545602057442226577
89,545602057442226577
12,545602057442226577
13,545602057442226577
59,545602057442226577
35,545602057442226577
87,545602057442226577
36,545602057442226577
16,545602057442226577
17,545602057442226577
38,545602057442226577
19,545602057442226577
20,545602057442226577
40,545602057442226577
23,545602057442226577
41,545602057442226577
20,545602057442226577
42,545602057442226577
45,545602057442226577
25,545602057442226577
71,545602057442226577
30,545602057442226577
31,545602057442226577
32,545602057442226577
47,545602057442226577
5,1252854137324361932
9,1252854137324361932
12,1252854137324361932
14,1252854137324361932
37,1252854137324361932
64,1252854137324361932
17,1252854137324361932
1,22548858
2,22548858
5,22548858
6,22548858
34,22548858
7,22548858
9,22548858
10,22548858
11,22548858
52,22548858
12,22548858
13,22548858
80,22548858
82,22548858
14,22548858
15,22548858
65,22548858
17,22548858
38,22548858
18,22548858
19,22548858
20,22548858
39,22548858
40,22548858
21,22548858
86,22548858
18,22548858
22,22548858
23,22548858
41,22548858
74,22548858
90,22548858
44,22548858
45,22548858
25,22548858
26,22548858
28,22548858
71,22548858
47,22548858
1,1264417090227650223
2,1264417090227650223
4,1264417090227650223
5,1264417090227650223
4,1264417090227650223
34,1264417090227650223
7,1264417090227650223
8,1264417090227650223
9,1264417090227650223
10,1264417090227650223
12,1264417090227650223
78,1264417090227650223
13,1264417090227650223
14,1264417090227650223
15,1264417090227650223
16,1264417090227650223
17,1264417090227650223
18,1264417090227650223
20,1264417090227650223
39,1264417090227650223
40,1264417090227650223
19,1264417090227650223
18,1264417090227650223
23,1264417090227650223
41,1264417090227650223
73,1264417090227650223
25,1264417090227650223
28,1264417090227650223
31,1264417090227650223
72,1264417090227650223
76,1264417090227650223
1,1277720203892360783
12,1277720203892360783
14,1277720203892360783
36,1277720203892360783
17,1277720203892360783
18,1277720203892360783
19,1277720203892360783
20,1277720203892360783
39,1277720203892360783
40,1277720203892360783
18,1277720203892360783
23,1277720203892360783
41,1277720203892360783
47,1277720203892360783
1,613060389897931575
2,613060389897931575
5,613060389897931575
4,613060389897931575
6,613060389897931575
34,613060389897931575
7,613060389897931575
8,613060389897931575
51,613060389897931575
9,613060389897931575
10,613060389897931575
11,613060389897931575
12,613060389897931575
13,613060389897931575
55,613060389897931575
14,613060389897931575
15,613060389897931575
17,613060389897931575
38,613060389897931575
18,613060389897931575
20,613060389897931575
39,613060389897931575
40,613060389897931575
21,613060389897931575
22,613060389897931575
41,613060389897931575
73,613060389897931575
74,613060389897931575
45,613060389897931575
67,613060389897931575
27,613060389897931575
28,613060389897931575
30,613060389897931575
31,613060389897931575
32,613060389897931575
1,14006090
5,14006090
6,14006090
50,14006090
34,14006090
7,14006090
10,14006090
13,14006090
80,14006090
80,14006090
14,14006090
15,14006090
64,14006090
64,14006090
65,14006090
17,14006090
38,14006090
18,14006090
19,14006090
20,14006090
40,14006090
18,14006090
41,14006090
26,14006090
66,14006090
67,14006090
28,14006090
71,14006090
31,14006090
72,14006090
76,14006090
1,6082313
2,6082313
5,6082313
6,6082313
34,6082313
7,6082313
8,6082313
9,6082313
10,6082313
11,6082313
12,6082313
78,6082313
13,6082313
14,6082313
35,6082313
87,6082313
15,6082313
17,6082313
18,6082313
19,6082313
20,6082313
39,6082313
40,6082313
21,6082313
18,6082313
22,6082313
41,6082313
73,6082313
74,6082313
44,6082313
25,6082313
26,6082313
71,6082313
31,6082313
47,6082313
1,1242680451877593023
2,1242680451877593023
3,1242680451877593023
4,1242680451877593023
5,1242680451877593023
6,1242680451877593023
7,1242680451877593023
8,1242680451877593023
11,1242680451877593023
12,1242680451877593023
14,1242680451877593023
35,1242680451877593023
36,1242680451877593023
37,1242680451877593023
65,1242680451877593023
16,1242680451877593023
17,1242680451877593023
39,1242680451877593023
40,1242680451877593023
22,1242680451877593023
73,1242680451877593023
28,1242680451877593023
48,1986412
1,1986412
3,1986412
4,1986412
5,1986412
6,1986412
50,1986412
34,1986412
7,1986412
8,1986412
51,1986412
9,1986412
10,1986412
12,1986412
13,1986412
54,1986412
80,1986412
80,1986412
81,1986412
82,1986412
62,1986412
63,1986412
14,1986412
15,1986412
64,1986412
64,1986412
65,1986412
16,1986412
17,1986412
38,1986412
18,1986412
19,1986412
39,1986412
40,1986412
21,1986412
86,1986412
18,1986412
22,1986412
23,1986412
41,1986412
73,1986412
42,1986412
25,1986412
26,1986412
28,1986412
71,1986412
30,1986412
31,1986412
32,1986412
47,1986412
1,1202780025822678818
5,1202780025822678818
7,1202780025822678818
12,1202780025822678818
13,1202780025822678818
14,1202780025822678818
35,1202780025822678818
36,1202780025822678818
64,1202780025822678818
77,1202780025822678818
65,1202780025822678818
16,1202780025822678818
17,1202780025822678818
38,1202780025822678818
18,1202780025822678818
44,1202780025822678818
29,1202780025822678818
46,1202780025822678818
1,7954069
2,7954069
5,7954069
6,7954069
34,7954069
7,7954069
8,7954069
9,7954069
10,7954069
12,7954069
78,7954069
13,7954069
14,7954069
35,7954069
87,7954069
15,7954069
17,7954069
18,7954069
19,7954069
20,7954069
39,7954069
40,7954069
18,7954069
41,7954069
73,7954069
44,7954069
28,7954069
71,7954069
47,7954069
48,1236248891940455791
1,1236248891940455791
4,1236248891940455791
5,1236248891940455791
7,1236248891940455791
8,1236248891940455791
11,1236248891940455791
12,1236248891940455791
36,1236248891940455791
17,1236248891940455791
19,1236248891940455791
25,1236248891940455791
5,1252851017334064123
8,1252851017334064123
9,1252851017334064123
12,1252851017334064123
14,1252851017334064123
37,1252851017334064123
64,1252851017334064123
17,1252851017334064123
5,40553596
6,40553596
8,40553596
12,40553596
14,40553596
15,40553596
64,40553596
65,40553596
16,40553596
17,40553596
38,40553596
18,40553596
19,40553596
20,40553596
39,40553596
40,40553596
18,40553596
74,40553596
44,40553596
66,40553596
67,40553596
27,40553596
28,40553596
71,40553596
32,40553596
1,1248794356730472452
3,1248794356730472452
4,1248794356730472452
5,1248794356730472452
6,1248794356730472452
34,1248794356730472452
7,1248794356730472452
8,1248794356730472452
51,1248794356730472452
9,1248794356730472452
10,1248794356730472452
12,1248794356730472452
14,1248794356730472452
35,1248794356730472452
87,1248794356730472452
17,1248794356730472452
38,1248794356730472452
18,1248794356730472452
19,1248794356730472452
20,1248794356730472452
39,1248794356730472452
40,1248794356730472452
21,1248794356730472452
18,1248794356730472452
22,1248794356730472452
23,1248794356730472452
45,1248794356730472452
26,1248794356730472452
71,1248794356730472452
28,1248794356730472452
71,1248794356730472452
29,1248794356730472452
46,1248794356730472452
1,39788335
3,39788335
5,39788335
6,39788335
34,39788335
7,39788335
10,39788335
14,39788335
14,39788335
15,39788335
36,39788335
17,39788335
38,39788335
1,1250094269381769091
2,1250094269381769091
3,1250094269381769091
4,1250094269381769091
5,1250094269381769091
6,1250094269381769091
50,1250094269381769091
34,1250094269381769091
7,1250094269381769091
8,1250094269381769091
51,1250094269381769091
10,1250094269381769091
11,1250094269381769091
12,1250094269381769091
78,1250094269381769091
13,1250094269381769091
14,1250094269381769091
15,1250094269381769091
17,1250094269381769091
38,1250094269381769091
18,1250094269381769091
19,1250094269381769091
20,1250094269381769091
39,1250094269381769091
40,1250094269381769091
21,1250094269381769091
86,1250094269381769091
22,1250094269381769091
23,1250094269381769091
41,1250094269381769091
73,1250094269381769091
74,1250094269381769091
28,1250094269381769091
37,1250094269381769091
1,1100921852236177943
2,1100921852236177943
4,1100921852236177943
5,1100921852236177943
6,1100921852236177943
50,1100921852236177943
34,1100921852236177943
10,1100921852236177943
11,1100921852236177943
12,1100921852236177943
13,1100921852236177943
14,1100921852236177943
15,1100921852236177943
17,1100921852236177943
38,1100921852236177943
18,1100921852236177943
19,1100921852236177943
20,1100921852236177943
39,1100921852236177943
40,1100921852236177943
21,1100921852236177943
18,1100921852236177943
41,1100921852236177943
73,1100921852236177943
74,1100921852236177943
45,1100921852236177943
31,1100921852236177943
1,12634537
3,12634537
4,12634537
75,12634537
5,12634537
6,12634537
34,12634537
7,12634537
8,12634537
10,12634537
11,12634537
52,12634537
12,12634537
13,12634537
14,12634537
15,12634537
65,12634537
17,12634537
38,12634537
18,12634537
19,12634537
20,12634537
39,12634537
40,12634537
21,12634537
86,12634537
18,12634537
22,12634537
41,12634537
73,12634537
74,12634537
43,12634537
44,12634537
84,12634537
24,12634537
25,12634537
26,12634537
67,12634537
28,12634537
71,12634537
71,12634537
30,12634537
31,12634537
72,12634537
76,12634537
47,12634537
6,1210293681811098298
17,1210293681811098298
38,1210293681811098298
18,1210293681811098298
37,1210293681811098298
1,1257766145037388052
3,1257766145037388052
5,1257766145037388052
6,1257766145037388052
34,1257766145037388052
7,1257766145037388052
8,1257766145037388052
10,1257766145037388052
52,1257766145037388052
13,1257766145037388052
80,1257766145037388052
82,1257766145037388052
14,1257766145037388052
15,1257766145037388052
17,1257766145037388052
38,1257766145037388052
18,1257766145037388052
19,1257766145037388052
20,1257766145037388052
86,1257766145037388052
18,1257766145037388052
22,1257766145037388052
23,1257766145037388052
41,1257766145037388052
74,1257766145037388052
42,1257766145037388052
26,1257766145037388052
28,1257766145037388052
71,1257766145037388052
72,1257766145037388052
6,1260943457657919926
13,1260943457657919926
16,1260943457657919926
17,1260943457657919926
38,1260943457657919926
18,1260943457657919926
46,1260943457657919926
47,1260943457657919926
37,1260943457657919926
48,1207065162731542501
1,1207065162731542501
5,1207065162731542501
6,1207065162731542501
7,1207065162731542501
8,1207065162731542501
10,1207065162731542501
13,1207065162731542501
14,1207065162731542501
17,1207065162731542501
18,1207065162731542501
19,1207065162731542501
39,1207065162731542501
40,1207065162731542501
23,1207065162731542501
72,1207065162731542501
14,1146133332927630611
17,1146133332927630611
18,1146133332927630611
37,1146133332927630611
1,850684095339937556
2,850684095339937556
3,850684095339937556
33,850684095339937556
4,850684095339937556
5,850684095339937556
6,850684095339937556
34,850684095339937556
7,850684095339937556
8,850684095339937556
51,850684095339937556
9,850684095339937556
10,850684095339937556
11,850684095339937556
12,850684095339937556
13,850684095339937556
14,850684095339937556
87,850684095339937556
15,850684095339937556
17,850684095339937556
38,850684095339937556
18,850684095339937556
19,850684095339937556
20,850684095339937556
39,850684095339937556
40,850684095339937556
21,850684095339937556
18,850684095339937556
22,850684095339937556
23,850684095339937556
41,850684095339937556
73,850684095339937556
74,850684095339937556
84,850684095339937556
45,850684095339937556
24,850684095339937556
25,850684095339937556
71,850684095339937556
31,850684095339937556
47,850684095339937556
1,1064600115893611718
3,1064600115893611718
5,1064600115893611718
34,1064600115893611718
8,1064600115893611718
10,1064600115893611718
14,1064600115893611718
15,1064600115893611718
36,1064600115893611718
17,1064600115893611718
38,1064600115893611718
18,1064600115893611718
20,1064600115893611718
40,1064600115893611718
21,1064600115893611718
23,1064600115893611718
41,1064600115893611718
73,1064600115893611718
74,1064600115893611718
44,1064600115893611718
25,1064600115893611718
71,1064600115893611718
1,10038461
5,10038461
6,10038461
34,10038461
7,10038461
8,10038461
9,10038461
10,10038461
13,10038461
14,10038461
15,10038461
17,10038461
38,10038461
18,10038461
19,10038461
20,10038461
39,10038461
40,10038461
86,10038461
18,10038461
22,10038461
41,10038461
84,10038461
45,10038461
24,10038461
26,10038461
67,10038461
71,10038461
30,10038461
72,10038461
14,1093448422640679577
16,1093448422640679577
17,1093448422640679577
18,1093448422640679577
14,1161584582285750129
36,1161584582285750129
17,1161584582285750129
18,1161584582285750129
1,1192692130835760091
2,1192692130835760091
3,1192692130835760091
4,1192692130835760091
5,1192692130835760091
34,1192692130835760091
7,1192692130835760091
8,1192692130835760091
51,1192692130835760091
12,1192692130835760091
14,1192692130835760091
17,1192692130835760091
46,1192692130835760091
5,33259271
6,33259271
34,33259271
7,33259271
17,33259271
38,33259271
18,33259271
19,33259271
20,33259271
39,33259271
40,33259271
22,33259271
41,33259271
26,33259271
29,33259271
46,33259271
12,1277705142024688819
36,1277705142024688819
17,1277705142024688819
18,1277705142024688819
47,1277705142024688819
48,1882669
1,1882669
5,1882669
6,1882669
50,1882669
7,1882669
8,1882669
9,1882669
10,1882669
11,1882669
12,1882669
13,1882669
80,1882669
80,1882669
82,1882669
91,1882669
14,1882669
15,1882669
17,1882669
18,1882669
19,1882669
20,1882669
39,1882669
40,1882669
21,1882669
86,1882669
22,1882669
23,1882669
41,1882669
74,1882669
44,1882669
45,1882669
26,1882669
66,1882669
67,1882669
68,1882669
28,1882669
71,1882669
29,1882669
31,1882669
47,1882669
5,1212272386691330030
6,1212272386691330030
13,1212272386691330030
80,1212272386691330030
14,1212272386691330030
15,1212272386691330030
17,1212272386691330030
18,1212272386691330030
19,1212272386691330030
20,1212272386691330030
39,1212272386691330030
40,1212272386691330030
21,1212272386691330030
86,1212272386691330030
18,1212272386691330030
22,1212272386691330030
23,1212272386691330030
41,1212272386691330030
74,1212272386691330030
6,1273185111265704381
36,1273185111265704381
64,1273185111265704381
77,1273185111265704381
17,1273185111265704381
18,1273185111265704381
1,961442045210294120
3,961442045210294120
5,961442045210294120
4,961442045210294120
14,961442045210294120
15,961442045210294120
36,961442045210294120
17,961442045210294120
38,961442045210294120
18,961442045210294120
19,961442045210294120
13,925352498744582129
14,925352498744582129
17,925352498744582129
38,925352498744582129
18,925352498744582129
5,950039730069038028
6,950039730069038028
34,950039730069038028
8,950039730069038028
11,950039730069038028
12,950039730069038028
35,950039730069038028
17,950039730069038028
38,950039730069038028
18,950039730069038028
20,950039730069038028
39,950039730069038028
40,950039730069038028
18,950039730069038028
41,950039730069038028
44,950039730069038028
42,950039730069038028
26,950039730069038028
27,950039730069038028
28,950039730069038028
47,950039730069038028
37,950039730069038028
1,563553175219651122
13,563553175219651122
14,563553175219651122
37,563553175219651122
16,563553175219651122
17,563553175219651122
38,563553175219651122
18,563553175219651122
19,563553175219651122
41,563553175219651122
5,33259271
6,33259271
34,33259271
7,33259271
17,33259271
38,33259271
18,33259271
19,33259271
20,33259271
39,33259271
40,33259271
22,33259271
41,33259271
26,33259271
29,33259271
46,33259271
1,961426648266194498
2,961426648266194498
34,961426648266194498
14,961426648266194498
15,961426648266194498
17,961426648266194498
18,961426648266194498
39,961426648266194498
37,961426648266194498
1,35118964
6,35118964
50,35118964
10,35118964
13,35118964
14,35118964
37,35118964
64,35118964
64,35118964
65,35118964
16,35118964
17,35118964
18,35118964
19,35118964
20,35118964
39,35118964
40,35118964
18,35118964
72,35118964
85,35118964
1,1176611230178132461
3,1176611230178132461
4,1176611230178132461
